"";"Compound";"Filename";"Area";"RT";"Theoretical_amt";"SMILES";"IC";"Molecular_weight";"area_IC";"Theoretical_conc_uM";"slope_pred";"conc_pred";"Compound_homolog";"SMILES_homolog";"slope_homolog";"pattern";"conc_homolog"
"33";"PFDA";"2020071212-solvent_201208185514";4371;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;488472,96148999;NA;104463935130,161;4,67599617878993e-06;"PFNA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";65920051826,2764;"smaller";7,41008157544075e-06
"34";"PFDA";"2020071212-solvent_201208185514";4371;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;488472,96148999;NA;104463935130,161;4,67599617878993e-06;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"bigger";5,26023492415014e-06
"35";"PFDA";"cal7_201208072952";23888827;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;2669651354,65844;NA;104463935130,161;0,0255557226647846;"PFNA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";65920051826,2764;"smaller";0,0404983200209544
"36";"PFDA";"cal7_201208072952";23888827;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;2669651354,65844;NA;104463935130,161;0,0255557226647846;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"bigger";0,0287487627733656
"37";"PFDA";"cal7_201208103931";29708222;4,98;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;3319987000,90187;NA;104463935130,161;0,0317811788036245;"PFNA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";65920051826,2764;"smaller";0,0503638408788157
"38";"PFDA";"cal7_201208103931";29708222;4,98;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;3319987000,90187;NA;104463935130,161;0,0317811788036245;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"bigger";0,0357520537402895
"39";"PFDA";"cal7_201208143247";35109977;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;3923650067,04082;NA;104463935130,161;0,0375598531890648;"PFNA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";65920051826,2764;"smaller";0,059521343784454
"40";"PFDA";"cal7_201208143247";35109977;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;3923650067,04082;NA;104463935130,161;0,0375598531890648;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"bigger";0,0422527401513402
"41";"PFDA";"cal7_201208162928";39832195;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;4451372741,7746;NA;104463935130,161;0,0426115743795047;"PFNA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";65920051826,2764;"smaller";0,0675268392310371
"42";"PFDA";"cal7_201208162928";39832195;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;4451372741,7746;NA;104463935130,161;0,0426115743795047;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"bigger";0,0479356447596794
"43";"PFDA";"QCN-AL";13043571;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;1457659975,92655;NA;104463935130,161;0,0139537149745539;"PFNA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";65920051826,2764;"smaller";0,0221125429295478
"44";"PFDA";"QCN-AL";13043571;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;1457659975,92655;NA;104463935130,161;0,0139537149745539;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"bigger";0,0156971511575914
"45";"PFDA";"QCN-BL";17912259;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;2001751132,62542;NA;104463935130,161;0,0191621264327375;"PFNA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";65920051826,2764;"smaller";0,0303663464631486
"46";"PFDA";"QCN-BL";17912259;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;2001751132,62542;NA;104463935130,161;0,0191621264327375;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"bigger";0,0215563235786371
"47";"PFDA";"QCN-CL";13026265;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;1455725976,13896;NA;104463935130,161;0,0139352014101819;"PFNA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";65920051826,2764;"smaller";0,022083204363603
"48";"PFDA";"QCN-CL";13026265;4,97;NA;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;514,083;1455725976,13896;NA;104463935130,161;0,0139352014101819;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"bigger";0,0156763244301612
"49";"PFDoDA";"2020071204-cal11";141401;5,83;0,012;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";114,1619405363;614,098;16142612,5537733;1,95408550426805e-05;101158940374,162;0,000159576726427401;"PFTriDA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";99460190443,7852;"bigger";0,000162302248585549
"50";"PFDoDA";"2020071204-cal11";141401;5,83;0,012;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";114,1619405363;614,098;16142612,5537733;1,95408550426805e-05;101158940374,162;0,000159576726427401;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"smaller";0,00017383548531196
"51";"PFDoDA";"2020071204-cal12";122336;5,83;0,012;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";114,1619405363;614,098;13966115,1574488;1,95408550426805e-05;101158940374,162;0,000138061105679751;"PFTriDA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";99460190443,7852;"bigger";0,000140419147551727
"52";"PFDoDA";"2020071204-cal12";122336;5,83;0,012;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";114,1619405363;614,098;13966115,1574488;1,95408550426805e-05;101158940374,162;0,000138061105679751;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"smaller";0,000150397365868162
"53";"PFDoDA";"2020071205-cal21";207595;5,84;0,041;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";114,1619405363;614,098;23699448,0456331;6,67645880624917e-05;101158940374,162;0,000234279322796134;"PFTriDA";"FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";99460190443,7852;"bigger";0,000238280742675915
"54";"PFDoDA";"2020071205-cal21";207595;5,84;0,041;"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";114,1619405363;614,098;23699448,0456331;6,67645880624917e-05;101158940374,162;0,000234279322796134;"PFUnDA";"OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";92861434619,0838;"smaller";0,000255213029422256
