"";"Compound";"Filename";"Area";"RT";"Theoretical_amt";"SMILES";"IC";"Molecular_weight";"area_IC";"Theoretical_conc_uM";"slope_pred";"conc_pred";"Compound_homolog";"SMILES_homolog";"slope_homolog";"pattern";"conc_homolog"
"281";"7:3 FTA";"2020071205-cal22";146112;5,07;0,041;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;16328474,3420786;9,27345845716793e-05;NA;NA;NA;NA;NA;NA;NA
"282";"7:3 FTA";"2020071206-cal31";177124;5,05;0,145;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;19794162,6243315;0,00032796377470472;NA;NA;NA;NA;NA;NA;NA
"283";"7:3 FTA";"2020071206-cal32";283093;5,08;0,145;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;31636530,7909141;0,00032796377470472;NA;NA;NA;NA;NA;NA;NA
"284";"7:3 FTA";"2020071207-cal41";979986;5,05;0,508;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;109516509,640524;0,00114900412103447;NA;NA;NA;NA;NA;NA;NA
"285";"7:3 FTA";"2020071207-cal42";1103497;5,07;0,508;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;123319251,335008;0,00114900412103447;NA;NA;NA;NA;NA;NA;NA
"286";"7:3 FTA";"2020071208-cal51";1362041;5,05;1,764;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;152212354,367602;0,00398984895571811;NA;NA;NA;NA;NA;NA;NA
"287";"7:3 FTA";"2020071208-cal52";1692623;5,07;1,764;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;189155929,877847;0,00398984895571811;NA;NA;NA;NA;NA;NA;NA
"288";"7:3 FTA";"2020071209-cal61";6260412;5,05;6,327;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;699620679,429757;0,0143105296728052;NA;NA;NA;NA;NA;NA;NA
"289";"7:3 FTA";"2020071209-cal62";7064413;5,08;6,327;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;789470313,268905;0,0143105296728052;NA;NA;NA;NA;NA;NA;NA
"290";"7:3 FTA";"2020071210-cal71";11882530;5,05;21,87;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;1327910002,08045;0,0494659845020153;NA;NA;NA;NA;NA;NA;NA
"291";"7:3 FTA";"2020071210-cal72";22847422;5,07;21,87;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;2553271079,10124;0,0494659845020153;NA;NA;NA;NA;NA;NA;NA
"292";"7:3 FTA";"2020071211-cal81";59728044;5,06;75,581;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;6674796279,26891;0,170950552110051;NA;NA;NA;NA;NA;NA;NA
"293";"7:3 FTA";"2020071211-cal82";76567902;5,07;75,581;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;8556703236,10508;0,170950552110051;NA;NA;NA;NA;NA;NA;NA
"294";"7:3 FTA";"2020071212-solvent_201208050354";19503;4,99;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;2179521,42940729;NA;NA;NA;NA;NA;NA;NA;NA
"295";"7:3 FTA";"2020071212-solvent_201208074426";2766;4,82;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;309109,176728737;NA;NA;NA;NA;NA;NA;NA;NA
"296";"7:3 FTA";"2020071212-solvent_201208105404";4381;5,08;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;489590,492859219;NA;NA;NA;NA;NA;NA;NA;NA
"297";"7:3 FTA";"cal7_201208072952";14751410;5,055;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;1648516341,53582;NA;NA;NA;NA;NA;NA;NA;NA
"298";"7:3 FTA";"cal7_201208103931";17361207;5,06;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;1940169343,01779;NA;NA;NA;NA;NA;NA;NA;NA
"299";"7:3 FTA";"cal7_201208143247";20376485;5,065;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;2277136118,21239;NA;NA;NA;NA;NA;NA;NA;NA
"300";"7:3 FTA";"cal7_201208162928";23258301;5,075;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;2599188096,24699;NA;NA;NA;NA;NA;NA;NA;NA
"301";"7:3 FTA";"EB-A";3911;5,11;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;437066,518505456;NA;NA;NA;NA;NA;NA;NA;NA
"302";"7:3 FTA";"EB-B";1636;4,88;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;182828,132005862;NA;NA;NA;NA;NA;NA;NA;NA
"303";"7:3 FTA";"EB-C";17230;4,77;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;1925506,54918154;NA;NA;NA;NA;NA;NA;NA;NA
"304";"7:3 FTA";"QCN-AL";2282699;5,055;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;255098773,900764;NA;NA;NA;NA;NA;NA;NA;NA
"305";"7:3 FTA";"QCN-BL";3177687;5,055;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;355116490,409115;NA;NA;NA;NA;NA;NA;NA;NA
"306";"7:3 FTA";"QCN-CL";2552379;5,055;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";111,753136922899;442,122;285236359,866131;NA;NA;NA;NA;NA;NA;NA;NA
"307";"FOSA";"2020071204-cal11";168718;6,65;0,012;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;19471288,3427852;2,40411102986106e-05;NA;NA;NA;NA;NA;NA;NA
"308";"FOSA";"2020071204-cal12";230494;6,65;0,012;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;26600689,5250176;2,40411102986106e-05;NA;NA;NA;NA;NA;NA;NA
"309";"FOSA";"2020071205-cal21";281770;6,66;0,042;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;32518314,0882809;8,41438860451372e-05;NA;NA;NA;NA;NA;NA;NA
"310";"FOSA";"2020071205-cal22";521103;6,67;0,042;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;60139088,7118765;8,41438860451372e-05;NA;NA;NA;NA;NA;NA;NA
"311";"FOSA";"2020071206-cal31";630658;6,66;0,146;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;72782535,1396069;0,000292500175299763;NA;NA;NA;NA;NA;NA;NA
"312";"FOSA";"2020071206-cal32";991343;6,67;0,146;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;114408216,074169;0,000292500175299763;NA;NA;NA;NA;NA;NA;NA
"313";"FOSA";"2020071207-cal41";3634145;6,65;0,512;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;419406851,518457;0,00102575403940739;NA;NA;NA;NA;NA;NA;NA
"314";"FOSA";"2020071207-cal42";4413634;6,66;0,512;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;509365570,084521;0,00102575403940739;NA;NA;NA;NA;NA;NA;NA
"315";"FOSA";"2020071208-cal51";5081443;6,65;1,779;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;586435601,716635;0,00356409460176903;NA;NA;NA;NA;NA;NA;NA
"316";"FOSA";"2020071208-cal52";6946172;6,65;1,779;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;801638935,327473;0,00356409460176903;NA;NA;NA;NA;NA;NA;NA
"317";"FOSA";"2020071209-cal61";22795990;6,65;6,379;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;2630823589,35767;0,0127798535495698;NA;NA;NA;NA;NA;NA;NA
"318";"FOSA";"2020071209-cal62";27306918;6,66;6,379;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;3151417597,00085;0,0127798535495698;NA;NA;NA;NA;NA;NA;NA
"319";"FOSA";"2020071210-cal71";36581624;6,66;22,052;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;4221786347,34498;0,0441795470254135;NA;NA;NA;NA;NA;NA;NA
"320";"FOSA";"2020071210-cal72";85686063;6,66;22,052;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;9888796925,23059;0,0441795470254135;NA;NA;NA;NA;NA;NA;NA
"321";"FOSA";"2020071211-cal81";186702566;6,66;76,21;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;21546838493,3669;0,15268108465476;NA;NA;NA;NA;NA;NA;NA
"322";"FOSA";"2020071211-cal82";270654110;6,66;76,21;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;31235459269,1348;0,15268108465476;NA;NA;NA;NA;NA;NA;NA
"323";"FOSA";"2020071212-solvent_201208105404";4032;6,64;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;465322,22168417;NA;NA;NA;NA;NA;NA;NA;NA
"324";"FOSA";"2020071212-solvent_201208144720";2733;6,53;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;315408,142823124;NA;NA;NA;NA;NA;NA;NA;NA
"325";"FOSA";"cal7_201208072952";48265601;6,65;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;5570202551,64724;NA;NA;NA;NA;NA;NA;NA;NA
"326";"FOSA";"cal7_201208103931";59522668;6,66;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;6869350226,76816;NA;NA;NA;NA;NA;NA;NA;NA
"327";"FOSA";"cal7_201208143247";71549577;6,66;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;8257343286,26056;NA;NA;NA;NA;NA;NA;NA;NA
"328";"FOSA";"cal7_201208162928";82986733;6,66;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;9577274546,09896;NA;NA;NA;NA;NA;NA;NA;NA
"329";"FOSA";"QCN-AL";22455004;6,66;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;2591471316,76759;NA;NA;NA;NA;NA;NA;NA;NA
"330";"FOSA";"QCN-BL";30667860;6,65;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;3539294828,74481;NA;NA;NA;NA;NA;NA;NA;NA
"331";"FOSA";"QCN-CL";21443138;6,65;NA;"N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";115,407297044685;499,145;2474694596,73617;NA;NA;NA;NA;NA;NA;NA;NA
"332";"FOSAA";"2020071203-solvent_201208164403";187841;4,88;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;22245908,223422;NA;NA;NA;NA;NA;NA;NA;NA
"333";"FOSAA";"2020071204-cal11";116647;4,88;0,012;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;13814441,2377357;2,1536987083192e-05;NA;NA;NA;NA;NA;NA;NA
"334";"FOSAA";"2020071204-cal12";148461;4,88;0,012;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;17582156,0828438;2,1536987083192e-05;NA;NA;NA;NA;NA;NA;NA
"335";"FOSAA";"2020071205-cal21";227137;4,89;0,042;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;26899712,289348;7,5379454791172e-05;NA;NA;NA;NA;NA;NA;NA
"336";"FOSAA";"2020071205-cal22";328555;4,89;0,042;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;38910591,2785091;7,5379454791172e-05;NA;NA;NA;NA;NA;NA;NA
"337";"FOSAA";"2020071206-cal31";445665;4,89;0,146;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;52779865,3562927;0,000262033342845503;NA;NA;NA;NA;NA;NA;NA
"338";"FOSAA";"2020071206-cal32";619815;4,89;0,146;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;73404355,8408459;0,000262033342845503;NA;NA;NA;NA;NA;NA;NA
"339";"FOSAA";"2020071207-cal41";2325466;4,87;0,511;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;275403682,969577;0,000917116699959259;NA;NA;NA;NA;NA;NA;NA
"340";"FOSAA";"2020071207-cal42";2559323;4,9;0,511;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;303099241,231111;0,000917116699959259;NA;NA;NA;NA;NA;NA;NA
"341";"FOSAA";"2020071208-cal51";3320875;4,87;1,777;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;393289433,464774;0,00318926883723601;NA;NA;NA;NA;NA;NA;NA
"342";"FOSAA";"2020071208-cal52";3972704;4,9;1,777;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;470485190,042757;0,00318926883723601;NA;NA;NA;NA;NA;NA;NA
"343";"FOSAA";"2020071209-cal61";13556055;4,88;6,373;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;1605436275,36939;0,0114379348900985;NA;NA;NA;NA;NA;NA;NA
"344";"FOSAA";"2020071209-cal62";14575912;4,89;6,373;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;1726217389,30625;0,0114379348900985;NA;NA;NA;NA;NA;NA;NA
"345";"FOSAA";"2020071210-cal71";24432492;4,88;22,029;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;2893526837,59932;0,0395365240379697;NA;NA;NA;NA;NA;NA;NA
"346";"FOSAA";"2020071210-cal72";48336354;4,89;22,029;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;5724448309,68126;0,0395365240379697;NA;NA;NA;NA;NA;NA;NA
"347";"FOSAA";"2020071211-cal81";109645034;4,89;76,132;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;12985202184,3899;0,136637825051464;NA;NA;NA;NA;NA;NA;NA
"348";"FOSAA";"2020071211-cal82";142176648;4,89;76,132;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;16837903668,1118;0,136637825051464;NA;NA;NA;NA;NA;NA;NA
"349";"FOSAA";"2020071212-solvent_201208050354";36448;4,9;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;4316516,96342804;NA;NA;NA;NA;NA;NA;NA;NA
"350";"FOSAA";"2020071212-solvent_201208074426";52596;4,87;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;6228915,88587745;NA;NA;NA;NA;NA;NA;NA;NA
"351";"FOSAA";"2020071212-solvent_201208105404";72516;4,89;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;8588030,73200032;NA;NA;NA;NA;NA;NA;NA;NA
"352";"FOSAA";"2020071212-solvent_201208144720";123938;4,89;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;14677910,4316655;NA;NA;NA;NA;NA;NA;NA;NA
"353";"FOSAA";"2020071212-solvent_201208185514";244269;4,92;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;28928645,8005817;NA;NA;NA;NA;NA;NA;NA;NA
"354";"FOSAA";"cal7_201208072952";36290379;4,88;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;4297849993,49025;NA;NA;NA;NA;NA;NA;NA;NA
"355";"FOSAA";"cal7_201208103931";41962496;4,89;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;4969595747,68934;NA;NA;NA;NA;NA;NA;NA;NA
"356";"FOSAA";"cal7_201208143247";49731796;4,89;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;5889709752,40734;NA;NA;NA;NA;NA;NA;NA;NA
"357";"FOSAA";"cal7_201208162928";56927603;4,89;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;6741905290,7374;NA;NA;NA;NA;NA;NA;NA;NA
"358";"FOSAA";"EB-A";4467;4,89;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;529024,398475446;NA;NA;NA;NA;NA;NA;NA;NA
"359";"FOSAA";"EB-B";1685;4,87;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;199553,640347241;NA;NA;NA;NA;NA;NA;NA;NA
"360";"FOSAA";"QCN-AL";9025950;4,88;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;1068938385,81138;NA;NA;NA;NA;NA;NA;NA;NA
"361";"FOSAA";"QCN-BL";11909471;4,87;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;1410432221,16314;NA;NA;NA;NA;NA;NA;NA;NA
"362";"FOSAA";"QCN-CL";10111822;4,87;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;1197537620,55983;NA;NA;NA;NA;NA;NA;NA;NA
"363";"FOSAA";"solvent-blank_201208025240";14095;4,88;NA;"OC(=O)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";118,429460146731;557,181;1669263,24076817;NA;NA;NA;NA;NA;NA;NA;NA
"364";"5:3 FTA";"2020071203-solvent_201208164403";2950;3,64;NA;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;322703,81963765;NA;NA;NA;NA;NA;NA;NA;NA
"365";"5:3 FTA";"2020071204-cal11";28636;3,6;0,012;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;3132524,26411653;3,50767449949869e-05;NA;NA;NA;NA;NA;NA;NA
"366";"5:3 FTA";"2020071204-cal12";39412;3,63;0,012;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;4311323,03035901;3,50767449949869e-05;NA;NA;NA;NA;NA;NA;NA
"367";"5:3 FTA";"2020071205-cal21";66751;3,62;0,041;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;7301967,00496027;0,000119845545399539;NA;NA;NA;NA;NA;NA;NA
"368";"5:3 FTA";"2020071205-cal22";110538;3,63;0,041;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;12091876,2085107;0,000119845545399539;NA;NA;NA;NA;NA;NA;NA
"369";"5:3 FTA";"2020071206-cal31";133639;3,625;0,144;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;14618920,5940868;0,000420920939939843;NA;NA;NA;NA;NA;NA;NA
"370";"5:3 FTA";"2020071206-cal32";192147;3,63;0,144;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;21019176,5531917;0,000420920939939843;NA;NA;NA;NA;NA;NA;NA
"371";"5:3 FTA";"2020071207-cal41";676080;3,61;0,502;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;73957151,9934314;0,00146737716562362;NA;NA;NA;NA;NA;NA;NA
"372";"5:3 FTA";"2020071207-cal42";750357;3,635;0,502;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;82082396,6074062;0,00146737716562362;NA;NA;NA;NA;NA;NA;NA
"373";"5:3 FTA";"2020071208-cal51";985915;3,61;1,746;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;107850351,301035;0,0051036663967706;NA;NA;NA;NA;NA;NA;NA
"374";"5:3 FTA";"2020071208-cal52";1286043;3,635;1,746;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;140681690,955343;0,0051036663967706;NA;NA;NA;NA;NA;NA;NA
"375";"5:3 FTA";"2020071209-cal61";4315648;3,62;6,261;"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";109,391125300898;342,107;472093591,122571;0,0183012917011344;NA;NA;NA;NA;NA;NA;NA
