"";"Compound";"Filename";"Area";"RT";"Theoretical_amt";"SMILES";"IC";"Molecular_weight";"area_IC";"Theoretical_conc_uM";"slope_pred";"conc_pred";"Compound_homolog";"SMILES_homolog";"slope_homolog";"pattern";"conc_homolog"
"32";"4:2 FTS";"2020071206-cal32";298789;2,48;0,144;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;33748140,5157585;0,000438819696909673;41656251122,4233;0,000810157890026549;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,000837706718444999
"33";"4:2 FTS";"2020071207-cal41";1060952;2,46;0,505;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;119834254,863717;0,00153891629819017;41656251122,4233;0,00287674122454122;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,00297456271264223
"34";"4:2 FTS";"2020071207-cal42";1193398;2,47;0,505;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;134793996,416284;0,00153891629819017;41656251122,4233;0,00323586479302084;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,00334589801625503
"35";"4:2 FTS";"2020071208-cal51";1640499;2,47;1,755;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;185293939,094014;0,00534811505608664;41656251122,4233;0,00444816646004593;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,00459942311765929
"36";"4:2 FTS";"2020071208-cal52";1976398;2,46;1,755;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;223233644,542015;0,00534811505608664;41656251122,4233;0,00535894706141354;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,00554117414938722
"37";"4:2 FTS";"2020071209-cal61";6491487;2,46;6,294;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;733211783,004796;0,0191800775857603;41656251122,4233;0,0176014826886357;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,0182000082753996
"38";"4:2 FTS";"2020071209-cal62";7296861;2,46;6,294;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;824178568,662027;0,0191800775857603;41656251122,4233;0,0197852314227666;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,0204580137932096
"39";"4:2 FTS";"2020071210-cal71";14740614;2,47;21,756;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;1664948550,85213;0,0662983425414365;41656251122,4233;0,0399687563328496;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,0413278647534026
"40";"4:2 FTS";"2020071210-cal72";25809762;2,46;21,756;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;2915205963,5873;0,0662983425414365;41656251122,4233;0,0699824368501096;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,072362138595686
"41";"4:2 FTS";"2020071211-cal81";65916545;2,46;75,188;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;7445256763,04456;0,229124828966976;41656251122,4233;0,178730840208442;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,184808452129035
"42";"4:2 FTS";"2020071211-cal82";83315238;2,47;75,188;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;9410434651,63666;0,229124828966976;41656251122,4233;0,225906902279333;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,233588701797737
"43";"4:2 FTS";"cal7_201208072952";18326009;2,47;NA;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;2069917991,71006;NA;41656251122,4233;0,0496904530757409;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,0513801407065974
"44";"4:2 FTS";"cal7_201208103931";20492491;2,47;NA;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;2314621575,04432;NA;41656251122,4233;0,0555648075061265;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,0574542482767896
"45";"4:2 FTS";"cal7_201208143247";22859441;2,46;NA;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;2581967967,29361;NA;41656251122,4233;0,0619827252266529;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,064090402610528
"46";"4:2 FTS";"cal7_201208162928";25334085;2,47;NA;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;2861478369,07708;NA;41656251122,4233;0,0686926521704388;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,0710284957282787
"47";"4:2 FTS";"QCN-AL";3500746;2,45;NA;"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F";112,949742178455;328,153;395408358,132259;NA;41656251122,4233;0,00949217338281824;"6:2 FTS";"O[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F";40286343385,6706;"bigger";0,00981494781859257
