Compound,Filename,Area,RT,Theoretical_amt,SMILES,IC,Molecular_weight,area_IC,Theoretical_conc_uM,logIE_predicted_LOO,logIE_predicted,logIE,model_nr,slope,name,slope_pred,conc_pred_uM,conc_pred_pg_uL
PFNA,QCN-AL,9715314,4.51,NA,FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,110.5662821,464.076,1074186149,NA,2.099613667,2.099613667,1.972486075,model_27,86734328155,PFNA,1.18855E+11,0.009037804,4.194227948
PFNA,QCN-BL,13150480,4.5,NA,FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,110.5662821,464.076,1453999682,NA,2.099613667,2.099613667,1.972486075,model_27,86734328155,PFNA,1.18855E+11,0.012233414,5.677233978
PFNA,QCN-CL,9747380,4.51,NA,FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,110.5662821,464.076,1077731567,NA,2.099613667,2.099613667,1.972486075,model_27,86734328155,PFNA,1.18855E+11,0.009067634,4.208071259
PFOA,QCN-AL,4719889,3.99,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,109.3911253,414.068,516313969,NA,2.076667309,2.076667309,1.866488605,model_28,68087391545,PFOA,1.1112E+11,0.004646458,1.923949689
PFOA,QCN-BL,6350016,4,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,109.3911253,414.068,694635395.9,NA,2.076667309,2.076667309,1.866488605,model_28,68087391545,PFOA,1.1112E+11,0.006251224,2.588431912
PFOA,QCN-CL,5268947,4,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,109.3911253,414.068,576376041.5,NA,2.076667309,2.076667309,1.866488605,model_28,68087391545,PFOA,1.1112E+11,0.005186974,2.14776003
PFOS,QCN-AL,37930897,5.05,NA,O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,115.3617443,500.13,4375774441,NA,2.482747555,2.482747555,2.59,model_29,3.61521E+11,PFOS,3.03685E+11,0.014408922,7.206334374
PFOS,QCN-BL,52203957,5.05,NA,O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,115.3617443,500.13,6022339539,NA,2.482747555,2.482747555,2.59,model_29,3.61521E+11,PFOS,3.03685E+11,0.019830872,9.918014061
PFOS,QCN-CL,36277935,5.05,NA,O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,115.3617443,500.13,4185085861,NA,2.482747555,2.482747555,2.59,model_29,3.61521E+11,PFOS,3.03685E+11,0.013781007,6.892294954
PFPeA,QCN-AL,3105076,1.61,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,105.9358429,264.046,328938843.2,NA,1.107058525,1.107058525,1.686517427,model_30,44975565547,PFPeA,11676274022,0.028171559,7.438587483
PFPeA,QCN-BL,4224013,1.6,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,105.9358429,264.046,447474377.4,NA,1.107058525,1.107058525,1.686517427,model_30,44975565547,PFPeA,11676274022,0.038323388,10.11913725
PFPeA,QCN-CL,3563226,1.61,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,105.9358429,264.046,377473349.6,NA,1.107058525,1.107058525,1.686517427,model_30,44975565547,PFPeA,11676274022,0.032328237,8.53614157
PFTeDA,QCN-AL,9873550,6.61,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,116.6175361,714.113,1151429074,NA,2.254714012,2.254714012,2.175798333,model_31,1.38691E+11,PFTeDA,1.65676E+11,0.006949883,4.963002076
PFTeDA,QCN-BL,13210523,6.6,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,116.6175361,714.113,1540578643,NA,2.254714012,2.254714012,2.175798333,model_31,1.38691E+11,PFTeDA,1.65676E+11,0.009298742,6.640352565
PFTeDA,QCN-CL,9679767,6.6,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,116.6175361,714.113,1128830578,NA,2.254714012,2.254714012,2.175798333,model_31,1.38691E+11,PFTeDA,1.65676E+11,0.006813482,4.865595831
PFTriDA,QCN-AL,33862410,6.22,NA,FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,115.3838893,664.106,3907176568,NA,2.074733734,2.074733734,2.289808507,model_32,1.80587E+11,PFTriDA,97558598587,0.040049536,26.5971369
PFTriDA,QCN-BL,44497116,6.22,NA,FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,115.3838893,664.106,5134250308,NA,2.074733734,2.074733734,2.289808507,model_32,1.80587E+11,PFTriDA,97558598587,0.052627348,34.9501375
PFTriDA,QCN-CL,30043597,6.22,NA,FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,115.3838893,664.106,3466547072,NA,2.074733734,2.074733734,2.289808507,model_32,1.80587E+11,PFTriDA,97558598587,0.035532973,23.59766072
PFUnDA,QCN-AL,37563562,5.4,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,112.9516897,564.091,4242867800,NA,2.234325409,2.234325409,2.163780513,model_33,1.35184E+11,PFUnDA,1.68257E+11,0.025216566,14.22443809
PFUnDA,QCN-BL,50148027,5.4,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,112.9516897,564.091,5664304386,NA,2.234325409,2.234325409,2.163780513,model_33,1.35184E+11,PFUnDA,1.68257E+11,0.033664567,18.98987922
PFUnDA,QCN-CL,32140335,5.41,NA,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,112.9516897,564.091,3630305147,NA,2.234325409,2.234325409,2.163780513,model_33,1.35184E+11,PFUnDA,1.68257E+11,0.021575933,12.17078948
